price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;sqft_living15;sqft_lot15
301000.0;3;2.5;2420;4750;2.0;0;0;3;8;2420;0;2003;0;98042;2690;4750
951000.0;5;3.25;3250;14342;2.0;0;4;4;8;3250;0;1968;0;98008;2960;11044
430000.0;4;3.0;1850;9976;2.0;0;0;3;8;1850;0;1991;0;98059;2270;8542
650000.0;3;2.25;2150;21235;1.0;0;3;4;8;1590;560;1959;0;98166;2570;18900
289000.0;3;1.75;1260;8400;1.0;0;0;3;7;1260;0;1954;0;98148;1290;8750
505000.0;3;1.75;2519;8690;2.0;0;0;5;8;2519;0;1973;0;98166;2500;9500
549000.0;3;1.75;1540;1044;3.0;0;0;3;8;1540;0;2014;0;98115;1580;3090
425000.0;3;2.25;1660;6000;1.0;0;0;3;7;1110;550;1979;0;98122;1440;4080
317625.0;3;2.75;2770;3809;1.5;0;0;5;7;1770;1000;1925;0;98144;1440;4000
975000.0;4;2.5;2720;11049;2.0;0;0;3;10;2720;0;1989;0;98004;2750;11049
287000.0;4;2.5;2240;4648;2.0;0;0;3;7;2240;0;2005;0;98001;2221;4557
204000.0;3;1.0;1000;12070;1.0;0;0;4;7;1000;0;1968;0;98042;1010;12635
1325000.0;5;2.25;3200;20158;1.0;0;0;3;8;1600;1600;1965;0;98004;3390;20158
1040000.0;5;3.25;4770;50094;1.0;0;0;4;11;3070;1700;1973;0;98005;3530;38917
325000.0;3;2.0;1260;5612;1.0;0;0;4;7;1260;0;1972;0;98034;1640;4745
571000.0;4;2.0;2750;7807;1.5;0;0;5;7;2250;500;1916;0;98125;1510;7807
360000.0;4;2.5;2380;5000;2.0;0;0;3;8;2380;0;2005;0;98038;2420;5000
349000.0;3;1.75;1790;50529;1.0;0;0;5;7;1090;700;1965;0;98042;1940;50529
832500.0;4;4.0;3430;35102;2.0;0;0;4;10;2390;1040;1986;0;98075;3240;35020
380000.0;4;1.75;1760;7300;1.0;0;0;3;7;880;880;1956;0;98008;1680;7500
480000.0;3;1.0;1040;5060;1.0;0;0;3;7;1040;0;1941;0;98116;890;5060
410000.0;3;1.0;1410;5060;1.0;0;0;4;7;910;500;1956;0;98133;1130;5693
720000.0;4;2.5;3450;39683;2.0;0;0;3;10;3450;0;2002;0;98010;3350;39750
390000.0;3;2.5;2350;5100;2.0;0;0;3;8;2350;0;2003;0;98038;2350;5363
360000.0;4;2.5;1900;5889;2.0;0;0;3;7;1900;0;1992;0;98038;1870;6405
355000.0;2;1.0;2020;6720;1.0;0;0;3;7;1010;1010;1948;0;98118;1720;6720
356000.0;3;1.5;1680;8712;1.0;0;0;3;8;1680;0;1964;0;98059;1850;8797
315000.0;3;1.0;960;6634;1.0;0;0;3;6;960;0;1952;0;98125;1570;7203
940000.0;3;1.5;2140;3600;2.0;0;0;3;9;1900;240;1925;0;98119;2020;4800
305000.0;5;2.25;2660;8400;1.5;0;0;5;7;2660;0;1961;0;98092;1590;8165
461000.0;3;3.25;2770;6278;2.0;0;0;3;9;1980;790;2006;0;98056;1900;7349
215000.0;2;2.25;1610;2040;2.0;0;0;4;7;1610;0;1979;0;98056;1950;2025
335000.0;2;1.75;1030;1066;2.0;0;0;3;7;765;265;2006;0;98136;1030;1106
243500.0;4;2.5;1980;7403;2.0;0;0;3;7;1980;0;1988;0;98023;1980;7510
1099880.0;5;2.75;3520;6353;2.0;0;0;4;10;3520;0;2001;0;98199;2520;6250
153000.0;3;1.0;1200;10500;1.0;0;0;3;7;1200;0;1962;0;98023;1350;10500
430000.0;3;1.5;1580;5000;1.0;0;0;3;8;1290;290;1939;0;98117;1570;4500
700000.0;3;1.5;1580;5000;1.0;0;0;3;8;1290;290;1939;0;98117;1570;4500
905000.0;4;2.5;3300;10250;1.0;0;0;3;7;2390;910;1946;1991;98040;1950;6045
247500.0;3;1.75;1960;15681;1.0;0;0;3;7;1960;0;1967;0;98032;1750;15616
199000.0;4;1.5;1160;6400;1.0;0;0;4;7;1160;0;1975;0;98023;1160;6400
314000.0;3;1.75;1810;41800;1.0;0;0;5;7;1210;600;1980;0;98038;1650;135036
437500.0;3;2.5;2320;36847;2.0;0;2;3;9;2320;0;1992;0;98045;2550;35065
850830.0;3;2.5;2070;13241;1.5;0;0;5;9;1270;800;1910;0;98102;2200;4500
555000.0;3;2.0;1980;3478;1.5;0;0;4;7;1440;540;1929;0;98117;1610;3478
699950.0;3;2.25;2190;107593;2.0;0;0;4;8;2190;0;1983;0;98077;2570;47777
1088000.0;3;2.5;2920;8113;2.0;0;0;3;8;2920;0;1950;2010;98004;2370;8113
290000.0;3;1.0;1210;33919;1.0;0;0;3;7;1210;0;1954;0;98058;1640;14910
375000.0;3;2.5;2340;10005;1.0;0;0;4;8;1460;880;1978;0;98058;2250;8162
460000.0;3;1.0;1670;4005;1.5;0;0;4;7;1170;500;1939;0;98117;1240;4005
188500.0;2;1.75;1240;2493;1.0;0;0;4;8;1240;0;1985;0;98198;1270;4966
680000.0;4;2.5;3140;28037;2.0;0;0;4;10;3140;0;1991;0;98077;2990;35001
470000.0;5;1.75;2030;12342;2.0;0;0;4;7;2030;0;1942;0;98052;2500;9433
597750.0;4;2.5;2310;9624;2.0;0;0;3;8;2310;0;1984;0;98027;1940;9636
570000.0;3;1.75;1260;3328;1.0;0;0;5;6;700;560;1905;0;98103;1380;3536
272500.0;3;1.75;1540;12600;1.0;0;0;4;7;1160;380;1980;0;98038;1540;11656
329950.0;3;1.75;2080;5969;1.0;0;2;3;7;1080;1000;1971;0;98108;2090;5500
480000.0;4;2.5;3230;16171;2.0;0;3;3;9;2520;710;2001;0;98001;2640;8517
740500.0;3;3.5;4380;6350;2.0;0;0;3;8;2780;1600;1900;1999;98117;1830;6350
518500.0;3;3.5;1590;1102;3.0;0;0;3;8;1590;0;2010;0;98103;1620;3166
205425.0;2;1.0;880;6780;1.0;0;0;4;6;880;0;1945;0;98178;1190;6780
171800.0;4;2.0;1570;9600;1.0;0;0;3;6;1570;0;1950;0;98168;1880;9000
535000.0;4;1.0;1610;2982;1.5;0;0;4;7;1610;0;1925;0;98144;1610;4040
660000.0;3;2.5;2400;6474;1.0;0;2;3;8;1560;840;1964;0;98177;2340;10856
391500.0;3;2.0;1450;9132;1.0;0;0;3;7;1450;0;1987;0;98034;1580;9104
395000.0;2;1.0;770;6000;1.0;0;0;3;6;770;0;1953;0;98117;1710;6000
445000.0;4;1.75;2100;4400;1.5;0;0;5;7;1720;380;1924;0;98118;1850;4400
770000.0;3;2.25;2910;10204;2.0;0;0;3;9;2910;0;1990;0;98052;2700;13992
1450000.0;4;2.75;2750;17789;1.5;0;0;3;8;1980;770;1914;1992;98004;3060;11275
445000.0;3;2.25;2100;8201;1.0;0;2;3;8;1620;480;1967;0;98178;2660;8712
260000.0;4;2.25;2160;8811;1.0;0;0;3;8;1360;800;1978;0;98023;2090;8400
822500.0;5;3.5;2320;4960;2.0;0;0;5;7;1720;600;1926;0;98103;1700;4960
430000.0;4;2.5;2070;4310;2.0;0;0;3;7;2070;0;2004;0;98065;1970;3748
212000.0;3;1.75;1060;7875;1.0;0;0;4;7;1060;0;1986;0;98092;1420;7680
660500.0;4;2.25;2010;9603;1.0;0;0;3;8;1440;570;1986;0;98027;2060;9793
784000.0;3;3.5;3950;111078;1.5;0;0;3;9;2460;1490;1989;0;98052;2480;88500
453246.0;3;2.5;2010;2287;2.0;0;0;3;8;1390;620;2014;0;98029;1690;1662
675000.0;4;3.5;2140;2278;3.0;0;0;3;9;2140;0;2005;0;98107;1540;2285
199000.0;3;1.75;1320;17390;1.0;0;0;4;7;1320;0;1956;0;98003;1550;19265
220000.0;4;1.75;2020;7840;1.0;0;0;3;7;1010;1010;1968;0;98003;1750;8140
452000.0;4;2.25;2590;10002;1.0;0;0;4;8;1340;1250;1968;0;98028;1550;10436
382500.0;2;1.0;1190;4440;1.0;0;0;3;6;1190;0;1981;0;98125;1060;5715
519950.0;3;2.25;1170;1249;3.0;0;0;3;8;1170;0;2014;0;98107;1350;1310
665000.0;2;1.0;1110;3200;1.0;0;0;3;7;1110;0;1925;0;98119;1170;3600
527700.0;5;2.5;2820;9375;1.0;0;0;4;8;1550;1270;1968;0;98006;2820;9375
205000.0;3;1.0;1610;8579;1.0;0;0;4;7;1010;600;1962;0;98058;1610;8579
420000.0;3;1.0;1060;8097;1.0;0;0;4;7;940;120;1923;0;98133;1560;7940
500000.0;4;2.25;2030;8517;1.0;0;0;4;8;1380;650;1961;0;98006;2230;8824
921500.0;4;2.5;3670;315374;2.0;0;0;4;9;3670;0;1994;0;98077;2840;87991
890000.0;4;1.0;2550;4000;2.0;0;0;3;8;2370;180;1905;0;98109;2200;4000
430000.0;2;2.5;2420;60984;2.0;0;0;3;7;2420;0;2007;0;98027;1940;193842
258000.0;5;2.0;2260;12500;1.0;0;0;4;8;1130;1130;1960;0;98032;1360;18000
511000.0;3;1.0;1430;3455;1.0;0;0;3;7;980;450;1947;0;98103;1450;4599
532170.0;3;2.0;1360;3090;2.0;0;0;3;8;1360;0;1990;0;98103;1500;3090
560000.0;3;1.0;1110;5000;1.5;0;0;3;7;1110;0;1947;0;98107;1420;5000
282950.0;3;1.0;1250;8200;1.0;0;0;4;7;1250;0;1954;0;98003;1680;8633
2250000.0;4;3.25;5180;19850;2.0;0;3;3;12;3540;1640;2006;0;98006;3160;9750
350000.0;1;1.0;700;5100;1.0;0;0;3;7;700;0;1942;0;98115;1010;5100
215000.0;3;1.0;1180;7669;1.0;0;0;4;7;1180;0;1967;0;98058;1190;7669
650000.0;5;3.5;3960;25245;2.0;0;0;3;9;2500;1460;1996;0;98056;2640;13675
320000.0;4;2.75;2640;7500;1.0;0;0;3;8;1620;1020;1967;0;98023;1980;7875
247000.0;3;2.0;1270;7198;1.5;0;0;3;7;1270;0;1916;2013;98022;1160;7198
320000.0;4;1.75;1760;11180;1.0;0;0;4;8;1760;0;1968;0;98059;1730;11180
255000.0;5;2.25;2060;8632;1.0;0;0;3;7;1030;1030;1962;0;98146;1010;11680
438000.0;3;1.75;1780;9660;1.0;0;0;3;7;1780;0;1962;0;98034;1200;9660
900000.0;3;2.5;3400;16603;2.0;0;0;3;10;3400;0;2000;0;98075;3400;12601
441000.0;3;2.75;1910;7280;1.0;0;0;3;7;1160;750;1979;0;98034;1710;8152
420000.0;3;2.0;2020;38332;1.0;0;0;4;7;1010;1010;1975;0;98027;2110;36590
370000.0;3;1.75;1580;7000;1.0;0;0;3;7;1180;400;1976;0;98034;1640;7500
269950.0;2;1.75;1340;7250;1.0;0;0;5;5;700;640;1949;0;98198;1830;9750
807100.0;4;2.5;2680;4499;2.0;0;0;3;9;2680;0;1999;0;98006;2920;4500
653000.0;3;2.5;2680;9750;1.0;0;0;4;8;1610;1070;1979;0;98034;2480;8750
371500.0;3;2.0;1370;8336;1.0;0;0;5;7;1370;0;1964;0;98133;1770;7288
284000.0;3;1.75;1560;21000;1.0;0;0;3;7;1560;0;1954;0;98166;1070;7920
272000.0;3;1.75;2160;7140;1.0;0;0;4;7;1670;490;1978;0;98023;1930;7350
313000.0;3;1.5;1340;7912;1.5;0;0;3;7;1340;0;1955;0;98133;1480;7940
917500.0;4;2.5;3880;35003;2.0;0;0;3;10;2570;1310;1984;0;98033;3740;35230
673000.0;4;2.25;2590;8190;2.0;0;0;4;8;2590;0;1980;0;98006;2260;8335
425000.0;3;2.5;1120;1100;2.0;0;0;3;8;820;300;2008;0;98122;1590;1795
399950.0;5;2.75;1970;5400;1.0;0;0;3;7;1320;650;1986;0;98144;1280;2150
385000.0;3;1.0;1220;4800;1.0;0;0;3;6;1220;0;1901;0;98122;1200;4800
269950.0;3;1.5;1950;7560;1.0;0;2;4;7;1320;630;1975;0;98022;1950;8941
330000.0;2;1.0;1350;8220;1.0;0;0;3;7;1060;290;1949;0;98177;1540;8280
260000.0;3;2.5;1670;5797;2.0;0;0;3;7;1670;0;1988;0;98030;1670;6183
470000.0;4;3.0;2380;5125;1.5;0;0;4;7;1680;700;1925;0;98126;1410;5375
589000.0;4;3.0;2440;9600;2.0;0;0;5;7;2440;0;1961;0;98034;2290;9600
163500.0;2;1.5;1050;3419;2.0;0;0;3;7;1050;0;1996;0;98038;1050;3417
835000.0;4;2.75;3130;13412;2.0;0;0;3;9;2140;990;1993;0;98052;2260;9984
1095000.0;5;3.0;4090;12850;1.0;0;2;4;10;2090;2000;1986;0;98033;2540;10270
269000.0;4;1.75;1490;10000;1.0;0;0;4;8;1100;390;1969;0;98023;2190;8910
560000.0;3;2.5;1900;8744;2.0;0;0;3;8;1900;0;1987;0;98074;2030;8744
615000.0;4;1.0;1330;2400;1.5;0;0;4;6;1330;0;1901;0;98103;1330;4400
585188.0;3;2.25;2230;10026;1.0;0;0;3;8;1430;800;1975;0;98052;2230;9340
305000.0;3;1.75;1650;9480;1.0;0;0;3;7;1220;430;1977;0;98034;1540;8400
166950.0;3;1.0;1190;8820;1.0;0;0;3;6;1190;0;1959;0;98058;1230;7980
799000.0;3;2.5;2140;9897;1.0;0;0;4;8;2140;0;1959;0;98040;2680;10083
400000.0;3;2.5;2180;7508;1.0;0;0;4;7;1420;760;1962;0;98133;1900;7818
230000.0;3;1.0;1060;10228;1.0;0;0;3;7;1060;0;1948;0;98155;1570;10228
256883.0;3;2.5;1690;5025;2.0;0;0;3;8;1690;0;2003;0;98023;2550;5001
423000.0;4;2.0;1970;6480;1.5;0;0;5;7;1130;840;1920;0;98108;1500;6480
465000.0;3;2.5;2150;4084;2.0;0;0;3;8;2150;0;2007;0;98126;1750;2385
440000.0;3;2.5;1910;66211;2.0;0;0;3;7;1910;0;1997;0;98024;2330;67268
385000.0;3;1.75;1350;155073;1.0;0;0;4;7;1350;0;1969;0;98038;1560;50965
210000.0;3;1.0;860;11725;1.0;0;0;4;6;860;0;1943;0;98056;1300;9514
297000.0;3;2.5;1940;14952;2.0;0;0;3;8;1940;0;1994;0;98042;2030;10450
470000.0;3;1.0;1010;5000;1.0;0;0;3;7;1010;0;1952;0;98107;1680;5000
226500.0;3;1.5;1300;7370;1.0;0;0;4;7;900;400;1976;0;98023;1430;7500
274250.0;3;1.0;910;8450;1.0;0;0;4;6;910;0;1962;0;98059;1400;8040
840000.0;4;1.75;2480;11010;1.0;0;0;4;9;1630;850;1966;0;98040;2770;10744
677900.0;3;2.5;2440;4587;2.0;0;0;3;8;2440;0;2010;0;98052;2750;4587
425000.0;3;1.0;1010;5864;1.0;0;0;3;7;1010;0;1915;0;98116;1290;5000
180250.0;2;0.75;900;9600;1.0;0;0;3;6;900;0;1941;0;98166;1250;14280
464000.0;6;3.0;2300;3404;2.0;0;0;3;7;1600;700;1920;1994;98133;1560;1312
320000.0;4;2.25;1550;7579;2.0;0;0;3;8;1550;0;1993;0;98038;1630;6397
625504.0;3;2.25;1270;1566;2.0;0;0;3;8;1060;210;2014;0;98105;1160;1327
592500.0;4;2.5;2240;12032;1.0;0;0;3;9;2240;0;1983;0;98074;2520;12368
465000.0;3;2.5;2714;17936;2.0;0;0;3;9;2714;0;2005;0;98001;2590;18386
477000.0;4;2.75;1720;6270;2.0;0;0;3;8;1720;0;1978;0;98118;2130;8700
280000.0;2;1.0;850;16400;1.0;0;0;3;6;850;0;1923;0;98168;1100;14459
1505000.0;5;3.0;3300;33474;1.0;0;3;3;9;1870;1430;1957;1991;98040;3836;20953
445838.0;3;2.5;2250;5692;2.0;0;0;3;8;2250;0;2000;0;98146;1320;5390
1072000.0;2;2.25;3900;14864;1.0;0;3;3;8;1950;1950;1947;0;98144;2580;5184
467000.0;2;1.5;1320;10800;1.0;0;0;4;8;1320;0;1947;0;98177;2120;12040
686000.0;4;2.5;2760;6440;2.0;0;0;3;10;2760;0;1999;0;98075;3070;8127
279950.0;3;2.0;1750;9750;1.0;0;0;3;7;1350;400;1961;0;98198;1900;10125
527000.0;4;2.25;2330;19436;2.0;0;0;3;8;2330;0;1987;0;98011;1910;10055
325000.0;3;2.25;2220;16020;1.0;0;0;4;8;1780;440;1966;0;98030;2080;9583
328000.0;3;2.25;2020;8379;2.0;0;0;3;7;2020;0;1994;0;98038;2020;8031
390000.0;3;2.25;1250;7500;1.0;0;0;5;7;1250;0;1942;0;98146;1280;7392
479950.0;2;2.0;1510;6516;1.0;0;0;3;8;1510;0;2005;0;98053;1640;6009
264950.0;4;2.25;1720;9753;1.0;0;0;4;7;1120;600;1978;0;98023;1510;9753
235000.0;3;1.0;1430;15246;1.0;0;0;4;7;980;450;1961;0;98031;1960;13068
516500.0;3;2.5;1480;4729;2.0;0;0;3;7;1480;0;2004;0;98053;2250;4729
655000.0;2;1.75;1450;15798;2.0;1;4;3;7;1230;220;1915;1978;98166;2030;13193
500000.0;4;2.75;2280;15347;1.0;0;0;5;7;2280;0;1960;0;98059;2280;15347
315000.0;6;2.75;2940;7350;1.0;0;0;3;8;1780;1160;1978;0;98023;2120;8236
213000.0;2;1.0;1000;10200;1.0;0;0;3;6;1000;0;1961;0;98024;1150;13702
475000.0;3;1.5;2480;5280;1.5;0;0;5;7;1620;860;1947;0;98108;2090;4800
1025000.0;5;4.0;3760;28040;2.0;0;0;3;10;3760;0;1983;0;98033;3430;35096
416000.0;3;2.0;2220;94300;1.0;0;0;5;7;1640;580;1976;0;98010;2070;80100
410000.0;4;1.0;1970;4740;1.5;0;0;3;7;1670;300;1904;2005;98122;1510;4740
800000.0;3;3.5;3830;221284;2.0;0;0;3;10;3530;300;1993;0;98077;2920;148539
472000.0;6;2.5;4410;14034;1.0;0;2;4;9;2350;2060;1965;0;98003;2600;13988
225000.0;3;1.75;1430;8505;1.0;0;0;4;7;1430;0;1968;0;98003;1190;8640
210000.0;2;1.0;830;6000;1.0;0;0;3;6;830;0;1940;0;98126;830;4960
455000.0;2;1.0;1430;5000;1.5;0;0;2;7;1430;0;1925;0;98115;1450;3750
225000.0;3;1.0;1300;8316;1.0;0;0;4;6;1300;0;1954;0;98002;1260;8316
480000.0;2;1.0;1030;3060;1.0;0;2;4;7;790;240;1918;0;98103;1390;3060
363000.0;3;2.5;2740;11872;2.0;0;0;3;9;2740;0;1990;0;98023;2570;10377
2400000.0;4;2.5;3650;8354;1.0;1;4;3;9;1830;1820;2000;0;98074;3120;18841
181000.0;2;1.5;720;5120;1.0;0;0;3;6;720;0;1954;0;98106;1150;2566
250000.0;4;2.0;2010;7312;1.0;0;0;4;7;2010;0;1976;0;98002;2010;7650
481000.0;3;1.75;1560;3000;1.0;0;0;4;6;770;790;1918;0;98103;1390;3000
260000.0;3;2.0;1810;7209;1.0;0;0;4;7;1240;570;1978;0;98032;1750;7209
455000.0;4;2.5;3360;7685;2.0;0;0;3;9;3360;0;2001;0;98058;3060;6567
415000.0;3;2.25;1510;36224;2.0;0;0;3;8;1510;0;1991;0;98045;1730;36224
349500.0;3;1.0;1400;3538;1.0;0;0;3;7;800;600;1953;0;98118;1620;6331
245000.0;3;2.5;1730;7442;2.0;0;0;3;7;1730;0;1987;0;98030;1630;6458
592500.0;2;2.0;1420;9191;1.5;0;2;5;7;1420;0;1928;0;98115;1420;6816
385000.0;4;1.75;2360;7620;1.0;0;0;4;7;1180;1180;1955;0;98106;1910;7620
315000.0;3;1.75;1580;11455;1.0;0;0;4;7;1200;380;1974;0;98059;1550;10650
255000.0;3;1.0;1230;10170;1.0;0;0;3;7;1230;0;1979;0;98045;1380;10098
693000.0;4;2.5;2460;4425;2.0;0;0;3;8;2460;0;2006;0;98052;2990;5659
780000.0;3;1.0;1660;4400;1.5;0;0;3;8;1460;200;1911;0;98112;1660;4400
237000.0;3;1.75;1270;8470;1.0;0;0;4;7;1270;0;1960;0;98198;1600;8470
525000.0;3;2.25;2100;40510;2.0;0;0;3;10;1320;780;1979;0;98074;2380;33450
425000.0;2;1.0;770;5040;1.0;0;0;3;5;770;0;1930;0;98144;1330;2580
369900.0;1;0.75;760;10079;1.0;1;4;5;5;760;0;1936;0;98070;1230;14267
290000.0;4;2.5;1700;7280;2.0;0;0;4;7;1700;0;1988;0;98031;1950;7475
285000.0;3;1.0;1120;10701;1.0;0;0;3;7;1120;0;1954;0;98106;1130;6350
415000.0;2;1.0;1070;4500;1.0;0;0;3;7;1070;0;1937;0;98115;1320;4465
272500.0;3;2.5;2070;9900;1.0;0;0;3;8;1420;650;1979;0;98023;2070;8250
2900000.0;4;3.25;5050;20100;1.5;0;2;3;11;4750;300;1982;2008;98004;3890;20060
1365000.0;4;4.75;5310;57346;2.0;0;0;4;11;5310;0;1989;0;98077;4180;47443
436000.0;2;1.0;1040;7538;1.0;0;0;4;7;1040;0;1939;0;98133;1440;7530
210000.0;3;1.0;1700;11390;1.0;0;0;4;7;1700;0;1967;0;98003;1350;8164
236000.0;3;1.0;1300;5898;1.0;0;0;3;7;1300;0;1961;0;98178;1320;7619
331000.0;3;1.75;1080;1306;1.0;0;0;3;7;580;500;1954;2003;98199;1440;2225
365000.0;3;2.5;2653;4510;2.0;0;0;3;8;2653;0;2006;0;98031;2653;4927
450000.0;3;2.0;2290;16258;1.0;0;0;5;8;2290;0;1960;0;98058;1660;10530
770000.0;4;2.75;3820;26300;2.0;0;0;3;9;2850;970;2014;0;98028;1860;12136
455000.0;4;2.5;2210;49375;1.0;0;0;3;8;2210;0;1997;0;98038;2670;49385
405000.0;3;1.75;2390;6000;1.0;0;0;3;6;1240;1150;1908;0;98118;2020;6000
304900.0;4;1.75;2600;11325;1.0;0;0;4;7;1610;990;1969;0;98031;1720;11088
170000.0;2;1.0;860;5265;1.0;0;0;3;6;860;0;1931;0;98178;1650;8775
2050000.0;5;3.0;3830;8480;2.0;0;1;5;9;2630;1200;1905;1994;98122;3050;7556
780000.0;4;2.5;3500;7048;2.0;0;0;3;9;3500;0;2005;0;98053;3920;7864
330000.0;3;3.0;2420;13959;1.0;0;0;4;8;1740;680;1988;0;98028;2570;13300
370000.0;4;2.5;2720;8666;2.0;0;0;3;9;2720;0;1992;0;98030;2410;8100
467000.0;5;2.25;2500;13500;1.0;0;0;3;7;1850;650;1979;0;98072;2300;9750
